race_month,userid,address,gender,age,internet_/_shop,bet_type_category,handle,revenue,betcount
2018-04-01,5698,CA,Male,23,Desktop,WPS,227.0,6.81,15.0
2018-05-01,5698,CA,Male,23,Mobile,Exotic,70.0,2.1,5.0
2018-05-01,5698,CA,Male,23,Mobile,WPS,303.0,9.09,13.0
2018-05-01,5698,CA,Male,23,Desktop,Exotic,20.0,0.6,2.0
2018-05-01,5698,CA,Male,23,Desktop,WPS,443.0,13.29,18.0
2018-01-01,5788,CA,Male,23,Mobile,Exotic,40.0,1.2,3.0
2018-01-01,5788,CA,Male,23,Mobile,WPS,205.0,6.1499999999999995,1.0
2018-02-01,5788,CA,Male,23,Mobile,WPS,420.0,12.6,4.0
2018-04-01,5788,CA,Male,23,Desktop,Exotic,10.0,0.3,1.9999999999999998
2018-05-01,5788,CA,Male,23,Desktop,Exotic,14.999999999999998,0.44999999999999996,2.999999999999999
2018-01-01,5888,CA,Male,23,Mobile,Exotic,5.0,0.15,1.0
2018-01-01,5889,CA,Male,23,Mobile,Exotic,5.0,0.15,2.0
2018-01-01,5895,CA,Female,23,Mobile,Exotic,13.0,0.39,4.999999999999999
2018-01-01,5895,CA,Female,23,Mobile,WPS,10.0,0.3,2.0
2018-02-01,5895,CA,Female,23,Mobile,WPS,2.0,0.06,1.0
2018-01-01,5985,CA,Female,23,Mobile,WPS,205.0,6.1499999999999995,1.0
2018-05-01,5985,CA,Female,23,Mobile,WPS,60.0,1.7999999999999998,1.0
2018-02-01,6284,CA,Male,23,Mobile,WPS,5.0,0.15,1.0
2018-01-01,6697,CA,Male,23,Mobile,Exotic,403.0,12.09,17.0
2018-01-01,6697,CA,Male,23,Mobile,WPS,708.0,21.24,9.0
2018-02-01,6697,CA,Male,23,Mobile,WPS,318.0,9.54,2.0
2018-01-01,6791,CA,Male,23,Mobile,Exotic,12.0,0.36,5.0
2018-01-01,6791,CA,Male,23,Mobile,WPS,12.0,0.36,5.0
2018-01-01,7111,CA,Male,23,Mobile,WPS,205.0,6.1499999999999995,2.0
2018-01-01,7255,CA,Male,23,Mobile,WPS,160.0,4.8,10.0
2018-01-01,7302,CA,Female,23,Mobile,Exotic,214.0,6.42,2.0
2018-01-01,7490,CA,Male,23,Mobile,Exotic,2.0,0.06,1.0
2018-01-01,8188,CA,Male,23,Mobile,Exotic,7.0,0.21,2.0
2018-01-01,8188,CA,Male,23,Mobile,WPS,90.0,2.6999999999999997,18.0
2018-02-01,8188,CA,Male,23,Mobile,WPS,20.0,0.6,4.0
2018-01-01,8481,CA,Female,23,Mobile,WPS,5.0,0.15,1.0
2018-01-01,8653,CA,Male,23,Mobile,Exotic,2.0,0.06,1.0
2018-01-01,8653,CA,Male,23,Mobile,WPS,107.0,3.21,3.0
2018-04-01,8653,CA,Male,23,Mobile,Exotic,8.0,0.24,4.0
2018-04-01,8653,CA,Male,23,Mobile,WPS,89.0,2.67,8.0
2018-05-01,8653,CA,Male,23,Desktop,WPS,10.0,0.3,2.0
2018-01-01,8911,CA,Male,64,Mobile,Exotic,105.0,3.15,4.999999999999999
2018-01-01,8911,CA,Male,64,Mobile,WPS,300.0,9.0,7.0
2018-01-01,9026,CA,Male,64,Mobile,WPS,195.0,5.85,1.0
2018-01-01,9242,CA,Male,64,Mobile,WPS,100.0,3.0,1.0
2018-01-01,9269,CA,Male,64,Mobile,WPS,205.0,6.1499999999999995,1.0
2018-01-01,9606,CA,Male,64,Mobile,WPS,205.0,6.1499999999999995,1.0
2018-04-01,9606,CA,Male,64,Mobile,WPS,80.0,2.4,5.0
2018-04-01,9606,CA,Male,64,Desktop,WPS,20.0,0.6,2.0
2018-01-01,9615,CA,Female,64,Mobile,Exotic,2.0,0.06,1.0
2018-01-01,9615,CA,Female,64,Mobile,WPS,7.0,0.21,3.0
2018-01-01,9649,CA,Male,64,Mobile,Exotic,5.0,0.15,0.9999999999999999
2018-01-01,9730,CA,Male,64,Mobile,WPS,5.0,0.15,1.0
2018-01-01,10396,CA,Female,64,Mobile,Exotic,20.0,0.6,5.999999999999999
2018-01-01,10396,CA,Female,64,Mobile,WPS,345.0,10.35,4.0
2018-01-01,10396,CA,Female,64,Desktop,Exotic,1.9999999999999998,0.05999999999999999,0.9999999999999999
2018-01-01,10396,CA,Female,64,Desktop,WPS,530.0,15.899999999999999,10.0
2018-01-01,10455,CA,Male,64,Mobile,WPS,205.0,6.1499999999999995,2.0
2018-01-01,10618,CA,Male,64,Mobile,Exotic,5.0,0.15,1.9999999999999998
2018-01-01,10748,CA,Male,64,Mobile,Exotic,28.0,0.84,6.0
2018-01-01,10748,CA,Male,64,Mobile,WPS,61.0,1.8299999999999998,9.0
2018-02-01,10748,CA,Male,64,Mobile,Exotic,34.0,1.02,6.000000000000002
2018-02-01,10748,CA,Male,64,Mobile,WPS,12.0,0.36,3.0
2018-03-01,10748,CA,Male,64,Mobile,Exotic,15.0,0.44999999999999996,1.0
2018-03-01,10748,CA,Male,64,Desktop,WPS,40.0,1.2,2.0
2018-04-01,10748,CA,Male,64,Desktop,Exotic,5.0,0.15,1.0
2018-04-01,10748,CA,Male,64,Desktop,WPS,5.0,0.15,1.0
2018-01-01,10750,CA,Male,64,Mobile,WPS,5.0,0.15,1.0
2018-01-01,10794,CA,Male,64,Mobile,WPS,4.0,0.12,2.0
2018-01-01,10843,CA,Male,64,Mobile,Exotic,13.0,0.39,2.0
2018-01-01,10843,CA,Male,64,Mobile,WPS,10.0,0.3,2.0
2018-02-01,10843,CA,Male,64,Mobile,WPS,5.0,0.15,1.0
2018-01-01,11206,CA,Female,64,Mobile,WPS,4.0,0.12,2.0
2018-01-01,11588,CA,Male,64,Mobile,WPS,40.0,1.2,6.0
2018-01-01,11591,CA,Female,64,Mobile,WPS,98.0,2.94,4.0
2018-03-01,11591,CA,Female,64,Mobile,Exotic,14.999999999999988,0.4499999999999996,3.0000000000000018
2018-03-01,11591,CA,Female,64,Mobile,WPS,5.0,0.15,1.0
2018-03-01,11591,CA,Female,64,Desktop,Exotic,4.0,0.12,1.0
2018-04-01,11591,CA,Female,64,Mobile,Exotic,23.5,0.705,5.0
2018-04-01,11591,CA,Female,64,Mobile,WPS,2.0,0.06,1.0
2018-04-01,11591,CA,Female,64,Desktop,Exotic,11.0,0.32999999999999996,1.0
2018-04-01,11591,CA,Female,64,Desktop,WPS,9.0,0.27,2.0
2018-01-01,11625,CA,Female,64,Mobile,Exotic,17.0,0.51,3.0
2018-01-01,12218,CA,Male,64,Mobile,Exotic,55.0,1.65,18.0
2018-01-01,12218,CA,Male,64,Mobile,WPS,463.0,13.889999999999999,47.0
2018-02-01,12218,CA,Male,64,Mobile,Exotic,74.0,2.2199999999999998,25.0
2018-02-01,12218,CA,Male,64,Mobile,WPS,483.0,14.49,104.0
2018-03-01,12218,CA,Male,64,Mobile,Exotic,236.0,7.08,85.0
2018-03-01,12218,CA,Male,64,Mobile,WPS,434.0,13.02,89.0
2018-03-01,12218,CA,Male,64,Desktop,WPS,20.0,0.6,1.0
2018-04-01,12218,CA,Male,64,Mobile,Exotic,221.24999999999997,6.637499999999999,46.99999999999999
2018-04-01,12218,CA,Male,64,Mobile,WPS,339.0,10.17,74.0
2018-05-01,12218,CA,Male,64,Mobile,Exotic,11.0,0.32999999999999996,3.0
2018-05-01,12218,CA,Male,64,Mobile,WPS,49.0,1.47,13.0
2018-01-01,12823,CA,Female,64,Mobile,WPS,5.0,0.15,1.0
2018-01-01,12964,CA,Female,64,Mobile,Exotic,17.0,0.51,2.0
2018-01-01,12964,CA,Female,64,Mobile,WPS,5.0,0.15,1.0
2018-04-01,12964,CA,Female,64,Mobile,Exotic,5.0,0.15,1.0
2018-01-01,13108,CA,Male,64,Mobile,WPS,52.0,1.56,7.0
2018-02-01,13108,CA,Male,64,Mobile,WPS,36.0,1.08,7.0
2018-01-01,332,CA,Male,65,Mobile,Exotic,5.0,0.15,1.0
2018-01-01,332,CA,Male,65,Desktop,WPS,40.0,1.2,1.0
2018-01-01,383,CA,Male,65,Mobile,Exotic,5.0,0.15,1.0
2018-01-01,398,CA,Male,65,Mobile,WPS,205.0,6.1499999999999995,2.0
2018-01-01,738,CA,Male,65,Mobile,Exotic,26.0,0.78,2.0
2018-01-01,813,CA,Male,65,Mobile,WPS,5.0,0.15,1.0
2018-01-01,852,CA,Male,65,Mobile,WPS,100.0,3.0,10.0
2018-02-01,852,CA,Male,65,Mobile,WPS,100.0,3.0,10.0
2018-01-01,975,CA,Female,65,Mobile,WPS,205.0,6.1499999999999995,2.0
2018-02-01,1465,CA,Male,65,Mobile,Exotic,100.0,3.0,1.0
2018-02-01,1465,CA,Male,65,Mobile,WPS,100.0,3.0,1.0
2018-04-01,1465,CA,Male,65,Mobile,Exotic,5.0,0.15,0.9999999999999999
2018-01-01,1610,CA,Female,65,Desktop,WPS,205.0,6.1499999999999995,1.0
2018-01-01,1691,CA,Male,65,Mobile,Exotic,6.0,0.18,1.0
2018-01-01,1691,CA,Male,65,Mobile,WPS,213.0,6.39,3.0
2018-03-01,1691,CA,Male,65,Mobile,Exotic,5.0,0.15,1.0
2018-04-01,1691,CA,Male,65,Mobile,WPS,15.0,0.44999999999999996,1.0
2018-01-01,2074,CA,Male,65,Mobile,Exotic,5.0,0.15,1.9999999999999998
2018-01-01,2206,CA,Male,65,Mobile,WPS,246.0,7.38,12.0
2018-04-01,2206,CA,Male,65,Mobile,WPS,25.0,0.75,1.0
2018-04-01,2206,CA,Male,65,Desktop,Exotic,4.0,0.12,2.0
2018-05-01,2206,CA,Male,65,Mobile,Exotic,2.0,0.06,1.0
2018-02-01,2306,CA,Female,65,Mobile,WPS,205.0,6.1499999999999995,3.0
2018-01-01,2369,CA,Male,65,Mobile,Exotic,100.0,3.0,1.0
2018-01-01,2369,CA,Male,65,Mobile,WPS,100.0,3.0,2.0
2018-01-01,2432,CA,Male,65,Mobile,Exotic,31.0,0.9299999999999999,3.0
2018-01-01,2432,CA,Male,65,Mobile,WPS,367.0,11.01,14.0
2018-02-01,2432,CA,Male,65,Mobile,Exotic,10.0,0.3,1.0
2018-02-01,2432,CA,Male,65,Mobile,WPS,260.0,7.8,2.0
2018-03-01,2432,CA,Male,65,Mobile,Exotic,12.0,0.36,5.0
2018-03-01,2432,CA,Male,65,Mobile,WPS,109.0,3.27,19.0
2018-04-01,2432,CA,Male,65,Mobile,Exotic,14.0,0.42,4.0
